期刊名,Quartile,,,,,,
Cold Spring Harbor Perspectives in Medicine,Q1,,,,,,
JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,Q1,,,,,,
Molecular Biomedicine,Q1,,,,,,
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,Q1,,,,,,
BMJ Medicine,Q1,,,,,,
GOVERNMENT INFORMATION QUARTERLY,Q1,,,,,,
ISME Journal,Q1,,,,,,
EClinicalMedicine,Q1,,,,,,
EARTH-SCIENCE REVIEWS,Q1,,,,,,
International Journal of Biological Sciences,Q1,,,,,,
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,Q1,,,,,,
Laser & Photonics Reviews,Q1,,,,,,
IEEE Transactions on Sustainable Energy,Q1,,,,,,
Journal of Cleaner Production,Q1,,,,,,
Advances in Geo-Energy Research,Q1,,,,,,
PLOS MEDICINE,Q1,,,,,,
Ultrafast Science,Q1,,,,,,
Journal of Supply Chain Management,Q1,,,,,,
IEEE Transactions on Industrial Informatics,Q1,,,,,,
ADVANCED ENGINEERING INFORMATICS,Q1,,,,,,
AMERICAN JOURNAL OF HEMATOLOGY,Q1,,,,,,
Studies in Science Education,Q1,,,,,,
TRANSPORT REVIEWS,Q1,,,,,,
Microsystems & Nanoengineering,Q1,,,,,,
Battery Energy,Q1,,,,,,
Energy Strategy Reviews,Q1,,,,,,
Annual Review of Microbiology,Q1,,,,,,
International Review of Financial Analysis,Q1,,,,,,
ENVIRONMENTAL HEALTH PERSPECTIVES,Q1,,,,,,
IEEE TRANSACTIONS ON MEDICAL IMAGING,Q1,,,,,,
IEEE Transactions on Affective Computing,Q1,,,,,,
IEEE Transactions on Smart Grid,Q1,,,,,,
Circulation-Arrhythmia and Electrophysiology,Q1,,,,,,
Journal of Business Research,Q1,,,,,,
Food Chemistry,Q1,,,,,,
DESALINATION,Q1,,,,,,
COMPOSITES SCIENCE AND TECHNOLOGY,Q1,,,,,,
Journal of Energy Storage,Q1,,,,,,
Progress in Energy,Q1,,,,,,
JAMA Network Open,Q1,,,,,,
LEADERSHIP QUARTERLY,Q1,,,,,,
IEEE TRANSACTIONS ON MULTIMEDIA,Q1,,,,,,
ULTRASONICS SONOCHEMISTRY,Q1,,,,,,
Health Psychology Review,Q1,,,,,,
Materials Today Physics,Q1,,,,,,
SLEEP MEDICINE REVIEWS,Q1,,,,,,
ENVIRONMENT INTERNATIONAL,Q1,,,,,,
JOURNAL OF COLLOID AND INTERFACE SCIENCE,Q1,,,,,,
CLINICAL SOCIAL WORK JOURNAL,Q2,,,,,,
Linguistic Typology,Q2,,,,,,
Learning Disabilities Research & Practice,Q1,,,,,,
Mediterranean Politics,Q1,,,,,,
Review of African Political Economy,Q1,,,,,,
Journal of East Asian Studies,Q1,,,,,,
First Language,Q2,,,,,,
Journal of Advanced Academics,Q1,,,,,,
Journal of Criminal Psychology,Q2,,,,,,
Analysis and Mathematical Physics,Q1,,,,,,
INDUSTRIAL LAW JOURNAL,Q1,,,,,,
Psychology of Music,Q3,,,,,,
Educational Assessment Evaluation and Accountability,Q2,,,,,,
Intellectual and Developmental Disabilities,Q1,,,,,,
Axioms,Q2,,,,,,
Nordic Social Work Research,Q2,,,,,,
INTERNATIONAL POLITICAL SCIENCE REVIEW,Q2,,,,,,
Fudan Journal of the Humanities and Social Sciences,Q2,,,,,,
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,Q1,,,,,,
Australian Journal of Learning Difficulties,Q1,,,,,,
COMPARATIVE EDUCATION REVIEW,Q2,,,,,,
Asian Journal of International Law,Q1,,,,,,
International Spectator,Q2,,,,,,
Open House International-Sustainable & Smart Architecture and Urban Studies,Q3,,,,,,
BEHAVIORAL DISORDERS,Q1,,,,,,
Societies,Q2,,,,,,
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,N/A,,,,,,
ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,Q2,,,,,,
EDUCATIONAL STUDIES,Q2,,,,,,
Information and Inference-A Journal of the IMA,Q2,,,,,,
MICROPALEONTOLOGY,Q2,,,,,,
CRITIQUE OF ANTHROPOLOGY,Q1,,,,,,
Journal of Applied Research in Higher Education,Q2,,,,,,
TIME & SOCIETY,Q2,,,,,,
Swiss Political Science Review,Q2,,,,,,
INTERNATIONAL REVIEW OF EDUCATION,Q2,,,,,,
Nursing & Health Sciences,Q2,,,,,,
TOPICS IN LANGUAGE DISORDERS,Q2,,,,,,
Journal of Elections Public Opinion and Parties,Q2,,,,,,
JOURNAL OF MAMMALOGY,Q2,,,,,,
Children & Society,Q2,,,,,,
International Review of Victimology,Q2,,,,,,
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,Q2,,,,,,
Education Inquiry,Q2,,,,,,
GEOBIOS,Q2,,,,,,
JOURNAL OF EARLY INTERVENTION,Q1,,,,,,
Journal of Research on Educational Effectiveness,Q2,,,,,,
Studies in Graduate and Postdoctoral Education,Q2,,,,,,
AUSTRALIAN JOURNAL OF PSYCHOLOGY,Q2,,,,,,
Classroom Discourse,Q2,,,,,,
Evaluation,Q2,,,,,,
JOURNAL OF ZOOLOGY,Q2,,,,,,
Qualitative Social Work,Q2,,,,,,
SOCIOLOGICAL INQUIRY,Q2,,,,,,
Augmentative and Alternative Communication,Q2,,,,,,
Child & Family Social Work,Q2,,,,,,
Emotions and Society,Q2,,,,,,
European Journal of Social Work,Q2,,,,,,
ZOOLOGY,Q2,,,,,,
BMJ Surgery Interventions & Health Technologies,Q2,,,,,,
Nordic Journal of Digital Literacy,Q2,,,,,,
SIAM Journal on Applied Algebra and Geometry,Q2,,,,,,
Journal of Educational Administration and History,Q2,,,,,,
ADAPTED PHYSICAL ACTIVITY QUARTERLY,Q2,,,,,,
CURRENT SOCIOLOGY,Q2,,,,,,
ECOLOGICAL ENTOMOLOGY,Q2,,,,,,
Journal of Statistics and Data Science Education,Q2,,,,,,
ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES,Q2,,,,,,
Couple and Family Psychology-Research and Practice,Q2,,,,,,
INTERNATIONAL JOURNAL OF PSYCHOLOGY,Q2,,,,,,
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,Q2,,,,,,
Mammal Research,Q2,,,,,,
MARINE MICROPALEONTOLOGY,Q2,,,,,,
PROBABILITY THEORY AND RELATED FIELDS,Q2,,,,,,
Psychology of Popular Media,Q2,,,,,,
Surveillance & Society,Q2,,,,,,
HEALTH CARE ANALYSIS,Q2,,,,,,
Advances in Neonatal Care,Q2,,,,,,
Journal of Knee Surgery,Q3,,,,,,
JOURNAL OF PALEONTOLOGY,Q2,,,,,,
Comparative Population Studies,Q2,,,,,,
Current Transplantation Reports,Q2,,,,,,
Journal of Multicultural Discourses,Q1,,,,,,
SYMBOLIC INTERACTION,Q2,,,,,,
Tertiary Education and Management,Q2,,,,,,
Cogent Social Sciences,Q2,,,,,,
Communication Research Reports,Q2,,,,,,
Journal of Medical Education and Curricular Development,Q2,,,,,,
NONLINEARITY,Q2,,,,,,
Policing-A Journal of Policy and Practice,Q2,,,,,,
Chemistry Teacher International,Q2,,,,,,
QUALITY ASSURANCE IN EDUCATION,Q2,,,,,,
Asian Population Studies,Q2,,,,,,
Journal of Poverty and Social Justice,Q2,,,,,,
PEDIATRIC SURGERY INTERNATIONAL,Q2,,,,,,
SURGERY TODAY,Q2,,,,,,
Annals of Surgical Treatment and Research,Q2,,,,,,
Frontiers in Communication,Q2,,,,,,
International Journal of Performance Analysis in Sport,Q3,,,,,,
Journal of Family Studies,Q2,,,,,,
Journal of Survey Statistics and Methodology,Q2,,,,,,
Studies in Conflict & Terrorism,Q2,,,,,,
Qualitative Report,Q2,,,,,,
BULLETIN OF ENTOMOLOGICAL RESEARCH,Q2,,,,,,
Facial Plastic Surgery & Aesthetic Medicine,Q2,,,,,,
Japan Journal of Nursing Science,Q2,,,,,,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,Q2,,,,,,
Asia-Pacific Journal of Teacher Education,Q2,,,,,,
ENVIRONMENTAL VALUES,Q2,,,,,,
HOLZFORSCHUNG,Q2,,,,,,
Journal of Adventure Education and Outdoor Learning,Q2,,,,,,
Journal of Research on Leadership Education,Q2,,,,,,
Kotuitui-New Zealand Journal of Social Sciences Online,Q2,,,,,,
Politics Philosophy & Economics,Q2,,,,,,
Journal of Veterinary Behavior-Clinical Applications and Research,Q2,,,,,,
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,Q3,,,,,,
Fennia-International Journal of Geography,Q2,,,,,,
JOURNAL OF CHILD NEUROLOGY,Q2,,,,,,
JOURNAL OF EQUINE VETERINARY SCIENCE,Q2,,,,,,
Journal of Hand Surgery-European Volume,Q2,,,,,,
Archives Animal Breeding,Q2,,,,,,
EVALUATION & THE HEALTH PROFESSIONS,Q3,,,,,,
Foot and Ankle Clinics,Q3,,,,,,
Gland Surgery,Q2,,,,,,
International Journal of Emergency Services,Q2,,,,,,
JOURNAL OF POULTRY SCIENCE,Q2,,,,,,
Minerva Dental and Oral Science,Q3,,,,,,
WILDLIFE RESEARCH,Q2,,,,,,
ANNALS OF PLASTIC SURGERY,Q2,,,,,,
Journal of Exercise Rehabilitation,Q2,,,,,,
Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,Q3,,,,,,
Journal of Race Ethnicity and Politics,Q2,,,,,,
Moravian Geographical Reports,Q2,,,,,,
Research in Gerontological Nursing,Q2,,,,,,
Revista Mediterranea Comunicacion-Journal of Communication,Q2,,,,,,
COUNSELOR EDUCATION AND SUPERVISION,Q3,,,,,,
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS,Q2,,,,,,
STATISTICS AND COMPUTING,Q2,,,,,,
Wine Economics and Policy,Q2,,,,,,
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,Q3,,,,,,
ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH,Q2,,,,,,
SIAM JOURNAL ON COMPUTING,Q2,,,,,,
Atencion Primaria,Q2,,,,,,
CLINICS IN SPORTS MEDICINE,Q3,,,,,,
FETAL DIAGNOSIS AND THERAPY,Q3,,,,,,
Journal of Child Health Care,Q2,,,,,,
Journal of Human Rights,Q2,,,,,,
Small Wars and Insurgencies,Q2,,,,,,
Agrekon,Q2,,,,,,
Journal of Childrens Orthopaedics,Q2,,,,,,
Communication Today,Q2,,,,,,
Economic Systems Research,Q2,,,,,,
Journal of Gynecology Obstetrics and Human Reproduction,Q3,,,,,,
Journal of Maternal-Fetal & Neonatal Medicine,Q3,,,,,,
RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,Q3,,,,,,
ANZ JOURNAL OF SURGERY,Q2,,,,,,
CLINICAL NEUROLOGY AND NEUROSURGERY,Q2,,,,,,
Journal of Orthopaedic Surgery,Q2,,,,,,
Advances in Orthopedics,Q3,,,,,,
Geriatric Orthopaedic Surgery & Rehabilitation,Q2,,,,,,
Health Marketing Quarterly,Q3,,,,,,
JOURNAL OF DENTAL EDUCATION,Q3,,,,,,
Pediatric Gastroenterology Hepatology & Nutrition,Q2,,,,,,
International Review of Social Psychology,Q3,,,,,,
JOURNAL OF HELMINTHOLOGY,Q2,,,,,,
Tree Genetics & Genomes,Q2,,,,,,
CHINESE JOURNAL OF PHYSIOLOGY,Q4,,,,,,
Communication Reports,Q2,,,,,,
Journal of Behavioral and Cognitive Therapy,Q3,,,,,,
Journal of the American Association of Nurse Practitioners,Q2,,,,,,
OPEN SYSTEMS & INFORMATION DYNAMICS,Q2,,,,,,
PEDIATRICS IN REVIEW,Q2,,,,,,
Women,Q2,,,,,,
AGING NEUROPSYCHOLOGY AND COGNITION,Q3,,,,,,
ASIAN JOURNAL OF SOCIAL PSYCHOLOGY,Q3,,,,,,
Clinical and Experimental Reproductive Medicine-CERM,Q3,,,,,,
Dynamic Games and Applications,Q3,,,,,,
International Journal of Micro Air Vehicles,Q2,,,,,,
Journal for Specialists in Pediatric Nursing,Q2,,,,,,
JOURNAL OF VIROLOGICAL METHODS,Q4,,,,,,
Plant Gene,Q3,,,,,,
PSYCHOLOGICAL REPORTS,Q2,,,,,,
Current Pediatric Reviews,Q2,,,,,,
FOLIA PARASITOLOGICA,Q3,,,,,,
Journal of Second Language Pronunciation,Q2,,,,,,
MULTISCALE MODELING & SIMULATION,Q2,,,,,,
ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS,Q3,,,,,,
ANNALS OF VASCULAR SURGERY,Q2,,,,,,
Behavior and Social Issues,Q2,,,,,,
Drugs Habits and Social Policy,Q4,,,,,,
Health Security,Q3,,,,,,
Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery,Q2,,,,,,
Monash Bioethics Review,Q2,,,,,,
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,Q3,,,,,,
Behavioral Sleep Medicine,Q3,,,,,,
CARDIOLOGY CLINICS,Q3,,,,,,
CHILD & YOUTH CARE FORUM,Q4,,,,,,
COMPUTATIONAL STATISTICS & DATA ANALYSIS,Q2,,,,,,
EXPERIMENTAL PARASITOLOGY,Q3,,,,,,
Journal for Nurses in Professional Development,Q2,,,,,,
JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,Q3,,,,,,
BioResources,Q2,,,,,,
Freshwater Science,Q3,,,,,,
Health Services and Outcomes Research Methodology,Q3,,,,,,
JOURNAL OF EDUCATIONAL MEASUREMENT,Q3,,,,,,
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,Q2,,,,,,
Proteome Science,Q4,,,,,,
SCANDINAVIAN JOURNAL OF ECONOMICS,Q2,,,,,,
Telemedicine Reports,Q3,,,,,,
Cardiovascular Ultrasound,Q3,,,,,,
Proceedings of the Institution of Civil Engineers-Urban Design and Planning,Q3,,,,,,
Surgical Innovation,Q2,,,,,,
Holistic Nursing Practice,Q2,,,,,,
Hong Kong Journal of Occupational Therapy,Q2,,,,,,
Oceans-Switzerland,Q3,,,,,,
AERONAUTICAL JOURNAL,Q2,,,,,,
BEHAVIOURAL PHARMACOLOGY,Q4,,,,,,
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,Q2,,,,,,
European Journal of Political Theory,Q2,,,,,,
Frontiers of Earth Science,Q3,,,,,,
Journal of Mental Health Policy and Economics,Q3,,,,,,
Plant Ecology & Diversity,Q3,,,,,,
Polar Geography,Q3,,,,,,
RELIEVE-Revista Electronica de Investigacion y Evaluacion Educativa,Q2,,,,,,
SPECTROSCOPY LETTERS,Q3,,,,,,
Biomedical Physics & Engineering Express,Q3,,,,,,
BMJ Open Quality,Q2,,,,,,
ENTOMOLOGICAL RESEARCH,Q2,,,,,,
JBJS Essential Surgical Techniques,Q2,,,,,,
Journal of Dance Medicine & Science,Q3,,,,,,
Osong Public Health and Research Perspectives,Q3,,,,,,
Visceral Medicine,Q2,,,,,,
BIOLOGICAL AGRICULTURE & HORTICULTURE,Q2,,,,,,
EUROPEAN JOURNAL OF PROTISTOLOGY,Q4,,,,,,
INTERNATIONAL JOURNAL OF MODERN PHYSICS C,Q2,,,,,,
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR,Q3,,,,,,
Journal of Chinese Economic and Foreign Trade Studies,Q2,,,,,,
Middle East Current Psychiatry-MECPsych,Q3,,,,,,
Open Agriculture,Q2,,,,,,
Public Library Quarterly,Q2,,,,,,
CONGENITAL ANOMALIES,Q2,,,,,,
ECONOMICA,Q2,,,,,,
FOLIA NEUROPATHOLOGICA,Q3,,,,,,
HORTSCIENCE,Q2,,,,,,
JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,Q4,,,,,,
Journal of Public Health-Heidelberg,Q3,,,,,,
Local Economy,Q2,,,,,,
PHOTOSYNTHETICA,Q3,,,,,,
Revista de Contabilidad-Spanish Accounting Review,Q3,,,,,,
Revista Portuguesa de Cardiologia,Q3,,,,,,
World Journal of Engineering,Q2,,,,,,
AUSTRAL ECOLOGY,Q3,,,,,,
AUSTRALIAN SYSTEMATIC BOTANY,Q3,,,,,,
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,Q3,,,,,,
Clinical and Translational Imaging,Q3,,,,,,
EXPERIMENTAL BRAIN RESEARCH,Q4,,,,,,
IRISH JOURNAL OF MEDICAL SCIENCE,Q2,,,,,,
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,Q4,,,,,,
Spatial Cognition and Computation,Q3,,,,,,
Dental Hypotheses,Q3,,,,,,
Discover Psychology,Q2,,,,,,
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,Q2,,,,,,
European Actuarial Journal,Q2,,,,,,
INDUSTRIAL HEALTH,Q3,,,,,,
International Journal of Computational Methods,Q2,,,,,,
JOURNAL OF CLINICAL DENSITOMETRY,Q4,,,,,,
Ultrasound International Open,Q3,,,,,,
CELLULAR MICROBIOLOGY,Q4,,,,,,
JOURNAL OF AEROSPACE ENGINEERING,Q2,,,,,,
JOURNAL OF COMPUTATIONAL BIOLOGY,Q2,,,,,,
JOURNAL OF OCEANOGRAPHY,Q3,,,,,,
JOURNAL OF TURBULENCE,Q3,,,,,,
LIMNOLOGY,Q3,,,,,,
PLANT SYSTEMATICS AND EVOLUTION,Q3,,,,,,
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,Q4,,,,,,
Annals of Medicine and Surgery,Q2,,,,,,
Asian Pacific Journal of Tropical Medicine,Q3,,,,,,
CANADIAN JOURNAL OF EARTH SCIENCES,Q3,,,,,,
DEFENCE AND PEACE ECONOMICS,Q2,,,,,,
Dementia and Geriatric Cognitive Disorders Extra,Q3,,,,,,
Hematology,Q3,,,,,,
Journal of Place Management and Development,Q3,,,,,,
MODERN PHYSICS LETTERS A,Q2,,,,,,
Australasian Journal of Information Systems,Q3,,,,,,
BIOLOGIA,Q3,,,,,,
Discrete Optimization,Q2,,,,,,
Engineering Research Express,Q2,,,,,,
International Review of Applied Economics,Q2,,,,,,
OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,Q3,,,,,,
Open Medicine,Q2,,,,,,
BIOCHEMICAL GENETICS,Q3,,,,,,
Birth Defects Research,Q3,,,,,,
GMS Hygiene and Infection Control,Q3,,,,,,
Journal of Convention & Event Tourism,Q3,,,,,,
Organic Communications,Q3,,,,,,
PHYSICAL BIOLOGY,Q4,,,,,,
Pilot and Feasibility Studies,Q3,,,,,,
Psychology in Russia-State of the Art,Q2,,,,,,
Sao Paulo Medical Journal,Q2,,,,,,
UPSALA JOURNAL OF MEDICAL SCIENCES,Q2,,,,,,
VOX SANGUINIS,Q3,,,,,,
Autex Research Journal,Q3,,,,,,
IET Optoelectronics,Q3,,,,,,
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,Q3,,,,,,
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,Q3,,,,,,
LAND ECONOMICS,Q2,,,,,,
North American Actuarial Journal,Q3,,,,,,
POLAR BIOLOGY,Q3,,,,,,
Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,Q3,,,,,,
ECONOMIC DEVELOPMENT QUARTERLY,Q2,,,,,,
Economics and Business Review,Q2,,,,,,
Frontiers in Research Metrics and Analytics,Q2,,,,,,
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE,Q3,,,,,,
Journal of Business Analytics,Q3,,,,,,
JOURNAL OF MONEY CREDIT AND BANKING,Q2,,,,,,
Multidisciplinary Respiratory Medicine,Q3,,,,,,
Plant Physiology Reports,Q3,,,,,,
Polish Journal of Microbiology,Q4,,,,,,
Stroke Research and Treatment,Q3,,,,,,
Vibration,Q3,,,,,,
ACTA OPTICA SINICA,Q3,,,,,,
Communicable Diseases Intelligence,Q4,,,,,,
CURRENT GENETICS,Q3,,,,,,
Journal of Industrial and Management Optimization,Q2,,,,,,
Molecular Genetics & Genomic Medicine,Q3,,,,,,
Musculoskeletal Care,Q3,,,,,,
Open Access Journal of Sports Medicine,Q3,,,,,,
Urban Water Journal,Q3,,,,,,
American Journal of Translational Research,Q3,,,,,,
CANADIAN JOURNAL OF MICROBIOLOGY,Q4,,,,,,
INDIAN JOURNAL OF MICROBIOLOGY,Q4,,,,,,
INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS,Q3,,,,,,
Iraqi Journal of Agricultural Sciences,Q2,,,,,,
JOURNAL OF IMMUNOLOGICAL METHODS,Q4,,,,,,
JOURNAL OF THE AUDIO ENGINEERING SOCIETY,Q2,,,,,,
TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE,Q2,,,,,,
BIOLOGICAL CYBERNETICS,Q3,,,,,,
GeoHazards,Q3,,,,,,
Journal of Diabetes and Metabolic Disorders,Q4,,,,,,
Near Surface Geophysics,Q3,,,,,,
PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,Q3,,,,,,
Plant Biotechnology Reports,Q3,,,,,,
Polish Journal of Radiology,Q3,,,,,,
Production Engineering Archives,Q4,,,,,,
Public Health Action,Q3,,,,,,
Rock and Soil Mechanics,Q3,,,,,,
Tourism and Hospitality Management-Croatia,Q3,,,,,,
Tropical Conservation Science,Q3,,,,,,
ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,Q4,,,,,,
Asia-Pacific Journal of Accounting & Economics,Q2,,,,,,
Basic Income Studies,Q2,,,,,,
Biophysics and Physicobiology,Q4,,,,,,
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,Q3,,,,,,
Current Computer-Aided Drug Design,Q4,,,,,,
INTERNATIONAL JOURNAL OF PLANT SCIENCES,Q3,,,,,,
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,Q2,,,,,,
Journal of Electrical Engineering & Technology,Q3,,,,,,
JOURNAL OF SENSORY STUDIES,Q3,,,,,,
JOURNAL OF SURVEYING ENGINEERING,Q3,,,,,,
MAGAZINE OF CONCRETE RESEARCH,Q3,,,,,,
NATURAL PRODUCT RESEARCH,Q3,,,,,,
NETWORK-COMPUTATION IN NEURAL SYSTEMS,Q3,,,,,,
Records of Natural Products,Q3,,,,,,
Transformations in Business & Economics,Q2,,,,,,
Hematology Transfusion and Cell Therapy,Q3,,,,,,
MACROMOLECULAR THEORY AND SIMULATIONS,Q3,,,,,,
Optics,Q3,,,,,,
PHYSICS AND CHEMISTRY OF MINERALS,Q3,,,,,,
Turkish Journal of Gastroenterology,Q3,,,,,,
Advances in Weed Science,Q3,,,,,,
ARID LAND RESEARCH AND MANAGEMENT,Q4,,,,,,
COMBUSTION THEORY AND MODELLING,Q3,,,,,,
Electrical Engineering & Electromechanics,Q3,,,,,,
EPJ Photovoltaics,Q4,,,,,,
HEAT TRANSFER RESEARCH,Q3,,,,,,
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,Q3,,,,,,
JOURNAL OF CONSUMER POLICY,Q3,,,,,,
LIPIDS,Q4,,,,,,
Natural Computing,Q3,,,,,,
Organics,Q3,,,,,,
Partial Differential Equations and Applications,Q2,,,,,,
RESEARCH IN NONDESTRUCTIVE EVALUATION,Q3,,,,,,
Retos-Revista de Ciencias de la Administracion y Economia,Q2,,,,,,
Tzu Chi Medical Journal,Q2,,,,,,
WETLANDS ECOLOGY AND MANAGEMENT,Q3,,,,,,
Acta Kinesiologica,Q3,,,,,,
Business Management and Economics Engineering,Q2,,,,,,
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,Q4,,,,,,
CORPORATE REPUTATION REVIEW,Q3,,,,,,
Curved and Layered Structures,Q3,,,,,,
Frontiers in Virology,Q4,,,,,,
HEAT TRANSFER ENGINEERING,Q3,,,,,,
HIGH PERFORMANCE POLYMERS,Q3,,,,,,
Intractable & Rare Diseases Research,Q2,,,,,,
Journal of Stem Cells & Regenerative Medicine,Q4,,,,,,
Letters in Drug Design & Discovery,Q4,,,,,,
POLAR RECORD,Q3,,,,,,
Production Engineering-Research and Development,Q4,,,,,,
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,Q4,,,,,,
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,Q4,,,,,,
Separation Science Plus,Q4,,,,,,
SYSTEMIC PRACTICE AND ACTION RESEARCH,Q3,,,,,,
ACTAS ESPANOLAS DE PSIQUIATRIA,Q3,,,,,,
ETRI JOURNAL,Q3,,,,,,
FOOD AND NUTRITION BULLETIN,Q3,,,,,,
GEOCHEMICAL JOURNAL,Q3,,,,,,
Geomechanics and Geoengineering-An International Journal,Q3,,,,,,
IET Communications,Q3,,,,,,
Iranian Journal of Public Health,Q3,,,,,,
JOURNAL OF INORGANIC MATERIALS,Q3,,,,,,
Journal of Sulfur Chemistry,Q3,,,,,,
Oncology Research and Treatment,Q4,,,,,,
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,Q3,,,,,,
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,Q3,,,,,,
Advances in Applied Ceramics,Q3,,,,,,
ARQUIVOS DE NEURO-PSIQUIATRIA,Q3,,,,,,
Chromatography,Q4,,,,,,
EURASIAN SOIL SCIENCE,Q4,,,,,,
FOOD BIOTECHNOLOGY,Q3,,,,,,
Journal of Applied Water Engineering and Research,Q3,,,,,,
Journal of Gastrointestinal Cancer,Q4,,,,,,
Metallography Microstructure and Analysis,Q3,,,,,,
Prion,Q4,,,,,,
Proceedings of the Institution of Civil Engineers-Bridge Engineering,Q3,,,,,,
REVISTA IBEROAMERICANA DE MICOLOGIA,Q4,,,,,,
Services Marketing Quarterly,Q3,,,,,,
ACM Transactions on Spatial Algorithms and Systems,Q3,,,,,,
Africa Journal of Management,Q3,,,,,,
Asia-Pacific Journal of Clinical Oncology,Q4,,,,,,
CLIMATE RESEARCH,Q4,,,,,,
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,Q4,,,,,,
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,Q3,,,,,,
GROWTH HORMONE & IGF RESEARCH,Q4,,,,,,
INTERNATIONAL JOURNAL OF CONTROL,Q3,,,,,,
JOURNAL OF ELASTOMERS AND PLASTICS,Q3,,,,,,
Revista de la Construccion,Q3,,,,,,
Science and Technology for the Built Environment,Q3,,,,,,
ACI MATERIALS JOURNAL,Q3,,,,,,
Advances in Civil Engineering,Q3,,,,,,
Journal of Transportation Security,Q4,,,,,,
Membranes and Membrane Technologies,Q3,,,,,,
Australian Journal of Civil Engineering,Q3,,,,,,
International Journal of Intelligent Engineering Informatics,Q4,,,,,,
International Journal of Knowledge Management Studies,Q3,,,,,,
Analytical Chemistry Letters,Q4,,,,,,
EPJ Applied Metamaterials,Q4,,,,,,
INFOR,Q3,,,,,,
Inorganic and Nano-Metal Chemistry,Q3,,,,,,
JOURNAL OF ASTROPHYSICS AND ASTRONOMY,Q3,,,,,,
ENERGY EXPLORATION & EXPLOITATION,Q4,,,,,,
International Journal of Humanoid Robotics,Q3,,,,,,
ZEITSCHRIFT FUR GASTROENTEROLOGIE,Q3,,,,,,
Central European Journal of Immunology,Q4,,,,,,
Cytoskeleton,Q4,,,,,,
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,Q3,,,,,,
JOURNAL OF ENVIRONMENTAL ENGINEERING,Q3,,,,,,
Phenomenology & Practice,N/A,,,,,,
Progress in Rubber Plastics and Recycling Technology,Q3,,,,,,
Surface Science Spectra,Q3,,,,,,
Systems Engineering,Q3,,,,,,
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,Q3,,,,,,
