期刊名称,2025分区,Top
African Studies Review,3,\
AFRICAN STUDIES,3,\
African Vision and Eye Health Journal,4,\
AFRICAN ZOOLOGY,4,\
Africana Linguistica,3,\
Afrika Matematika,4,\
Afterall,4,\
Agathos-An International Review of the Humanities and Social Sciences,4,\
AGE AND AGEING,2,Yes
Age of Human Rights Journal,4,\
AGEING & SOCIETY,3,\
Ageing International,4,\
AGEING RESEARCH REVIEWS,1,Yes
Agenda-Empowering Women for Gender Equity,4,\
Ager-Revista de Estudios sobre Despoblacion y Desarrollo Rural,4,\
Aggregate,1,Yes
AGGRESSION AND VIOLENT BEHAVIOR,2,\
AGGRESSIVE BEHAVIOR,2,\
AGING & MENTAL HEALTH,3,\
Aging and Disease,3,\
Aging Brain,4,\
AGING CELL,1,Yes
AGING CLINICAL AND EXPERIMENTAL RESEARCH,3,\
Aging Male,3,\
Aging Medicine and Healthcare,4,\
Aging Medicine,4,\
AGING NEUROPSYCHOLOGY AND COGNITION,4,\
Agora para la Educacion Fisica y el Deporte,4,\
Agora-Estudos Classicos em Debate,4,\
Agora-Papeles de Filosofia,4,\
Agrarforschung Schweiz,4,\
Agrarian South-Journal of Political Economy,4,\
Agrekon,4,\
Agri-The Journal of the Turkish Society of Algology,4,\
Agribusiness,3,\
Agricultura Sociedad y Desarrollo,4,\
Agricultural & Environmental Letters,4,\
Agricultural and Food Economics,2,\
AGRICULTURAL AND FOOD SCIENCE,4,\
AGRICULTURAL AND FOREST ENTOMOLOGY,3,\
AGRICULTURAL AND FOREST METEOROLOGY,1,Yes
Agricultural and Resource Economics Review,4,\
Agricultural and Resource Economics-International Scientific E-Journal,4,\
Agricultural Economics-Zemedelska Ekonomika,3,\
AGRICULTURAL ECONOMICS,2,\
Agricultural Finance Review,4,\
AGRICULTURAL HISTORY REVIEW,2,\
AGRICULTURAL HISTORY,4,\
AGRICULTURAL RESEARCH,4,\
Agricultural Science and Practice,4,\
AGRICULTURAL SYSTEMS,1,Yes
Agricultural Water Management,1,Yes
AGRICULTURE AND HUMAN VALUES,2,\
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1,Yes
Agriculture-Basel,2,\
AgriEngineering,3,\
Agrisost,4,\
Agritech,4,\
Agrivita,4,\
AGROCHIMICA,4,\
Agrociencia Uruguay,4,\
AGROCIENCIA,4,\
Agroecology and Sustainable Food Systems,2,\
AGROFORESTRY SYSTEMS,3,\
Agroindustria Sociedad y Ambiente ASA,4,\
AgroLife Scientific Journal,4,\
AGRONOMIA MESOAMERICANA,4,\
Agronomy for Sustainable Development,1,Yes
AGRONOMY JOURNAL,3,\
Agronomy-Basel,2,\
Agrosystems Geosciences & Environment,4,\
AGU Advances,1,Yes
Agua y Territorio,4,\
AI & Society,3,\
AI COMMUNICATIONS,4,\
AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,3,\
AI MAGAZINE,4,\
AI,4,\
AIAA JOURNAL,3,\
AIB Studi,4,\
AIBR-Revista de Antropologia Iberoamericana,4,\
AICHE JOURNAL,3,\
AIDS AND BEHAVIOR,3,\
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,4,\
AIDS EDUCATION AND PREVENTION,4,\
AIDS PATIENT CARE AND STDS,2,\
AIDS RESEARCH AND HUMAN RETROVIRUSES,4,\
AIDS Research and Therapy,4,\
AIDS Research and Treatment,4,\
AIDS REVIEWS,4,\
AIDS,2,\
AILA Review,2,\
AIMS Agriculture and Food,4,\
AIMS Allergy and Immunology,4,\
AIMS Bioengineering,4,\
AIMS Biophysics,4,\
AIMS Energy,4,\
AIMS Environmental Science,4,\
AIMS Geosciences,4,\
AIMS Materials Science,4,\
AIMS Mathematics,3,\
AIMS Medical Science,4,\
AIMS Microbiology,4,\
AIMS Molecular Science,4,\
AIMS Neuroscience,4,\
AIMS Public Health,3,\
Ain Shams Engineering Journal,2,\
Ain Shams Journal of Anesthesiology,4,\
AIP Advances,4,\
Air & Space Law,4,\
Air Quality Atmosphere and Health,4,\
Air Soil and Water Research,4,\
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY,4,\
Aisthesis-Pratiche Linguaggi e Saperi dell Estetico,4,\
Aitia-Regards sur la Culture Hellenistique au XXIe Siecle,4,\
Ajalooline Ajakiri-The Estonian Historical Journal,4,\
AJAR-African Journal of AIDS Research,4,\
AJIDD-American Journal on Intellectual and Developmental Disabilities,4,\
AJIL Unbound,3,\
AJP Reports,4,\
AJS Review-The Journal of the Association for Jewish Studies,2,\
AJSP-Reviews and Reports,4,\
AKADEMIKA,4,\
AKCE International Journal of Graphs and Combinatorics,3,\
Akroterion-Journal for the Classics in South Africa,4,\
Aktualni Gynekologie a Porodnictvi,4,\
Aktualnosci Neurologiczne,4,\
AKTUELLE DERMATOLOGIE,4,\
AKTUELLE ERNAHRUNGSMEDIZIN,4,\
Aktuelle Kardiologie,4,\
AKTUELLE RHEUMATOLOGIE,4,\
AKTUELLE UROLOGIE,4,\
Akustika,4,\
Al-Arabiyya-Journal of the American Association of Teachers of Arabic,4,\
Al-Bayan-Journal of Quran and Hadith Studies,4,\
Al-Jamiah-Journal of Islamic Studies,3,\
Al-Masaq-Journal of the Medieval Mediterranean,2,\
AL-QANTARA,4,\
Al-Shajarah,4,\
Alabe-Revista de Investigacion sobre Lectura y Escritura,4,\
ALBERTA LAW REVIEW,4,\
ALCHERINGA,4,\
ALCOHOL AND ALCOHOLISM,4,\
Alcohol Research-Current Reviews,2,\
ALCOHOL-CLINICAL AND EXPERIMENTAL RESEARCH,3,\
ALCOHOL,4,\
Alcoholism Treatment Quarterly,4,\
ALDRICHIMICA ACTA,4,\
Alea-Estudos Neolatinos,4,\
ALEA-Latin American Journal of Probability and Mathematical Statistics,4,\
Aleph-Historical Studies in Science & Judaism,3,\
Alergia Astma Immunologia,4,\
Alergologia Polska-Polish Journal of Allergology,4,\
Alexandria Engineering Journal,2,\
Alexandria Journal of Medicine,4,\
ALGAE,2,\
Algal Research-Biomass Biofuels and Bioproducts,2,\
Algebra & Number Theory,2,\
Algebra And Discrete Mathematics,4,\
Algebra and Logic,4,\
ALGEBRA COLLOQUIUM,4,\
ALGEBRA UNIVERSALIS,3,\
Algebraic and Geometric Topology,3,\
Algebraic Geometry,1,Yes
ALGEBRAS AND REPRESENTATION THEORY,4,\
Algorithmic Finance,4,\
ALGORITHMICA,4,\
Algorithms for Molecular Biology,4,\
Algorithms,4,\
Alicante Journal of English Studies-Revista Alicantina de Estudios Ingleses,3,\
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,1,Yes
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,4,\
All Azimuth-A Journal of Foreign Policy and Peace,4,\
All Earth,4,\
All Life,4,\
Allergo Journal,4,\
ALLERGOLOGIA ET IMMUNOPATHOLOGIA,4,\
ALLERGOLOGIE,4,\
ALLERGOLOGY INTERNATIONAL,2,\
ALLERGY AND ASTHMA PROCEEDINGS,3,\
Allergy Asthma & Immunology Research,2,\
Allergy Asthma & Respiratory Disease,4,\
Allergy Asthma and Clinical Immunology,4,\
ALLERGY,1,Yes
Allgemeine Zeitschrift fur Philosophie,4,\
Almatourism-Journal of Tourism Culture and Territorial Development,4,\
Aloma-Revista de Psicologia Ciencies de l Educacio i de l Esport,4,\
Alpha Psychiatry,4,\
Alpha-Revista de Artes Letras y Filosofia,4,\
Alpine Botany,2,\
Alpine Entomology,4,\
ALSIC-Apprentissage des Langues et Systems d Information et de Communication,4,\
Alter-European Journal of Disability Research,4,\
Alteridad-Revista de Educacion,4,\
Alternativas. Cuadernos de Trabajo Social,4,\
Alternative Law Journal,4,\
Alternative-An International Journal of Indigenous Peoples,3,\
ALTERNATIVES,3,\
ALTEX-Alternatives to Animal Experimentation,2,\
Altre Modernita-Rivista di Studi Letterari e Culturali,4,\
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,4,\
"Alzheimer's & Dementia: Diagnosis, Assessment & Disease Monitoring",3,\
Alzheimers & Dementia-Translational Research & Clinical Interventions,2,\
Alzheimers & Dementia,1,Yes
Alzheimers Research & Therapy,1,Yes
AM Journal of Art and Media Studies,4,\
AMA-Agricultural Mechanization in Asia Africa and Latin America,4,\
Amazonia Investiga,4,\
AMB Express,2,\
AMBIO,2,\
Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades,4,\
Ambix,2,\
AME Case Reports,4,\
AMEGHINIANA,4,\
AMERASIA JOURNAL,4,\
America Latina Hoy-Revista de Ciencias Sociales,4,\
America sin Nombre,4,\
AMERICAN ANNALS OF THE DEAF,4,\
AMERICAN ANTHROPOLOGIST,1,Yes
AMERICAN ANTIQUITY,1,Yes
American Art,3,\
AMERICAN BANKRUPTCY LAW JOURNAL,4,\
AMERICAN BEHAVIORAL SCIENTIST,3,\
AMERICAN BIOLOGY TEACHER,4,\
AMERICAN BOOK REVIEW,4,\
AMERICAN BUSINESS LAW JOURNAL,2,\
AMERICAN CATHOLIC PHILOSOPHICAL QUARTERLY,4,\
AMERICAN CERAMIC SOCIETY BULLETIN,4,\
American Economic Journal-Applied Economics,1,Yes
American Economic Journal-Economic Policy,1,Yes
American Economic Journal-Macroeconomics,1,Yes
American Economic Journal-Microeconomics,2,\
American Economic Review-Insights,1,Yes
AMERICAN ECONOMIC REVIEW,1,Yes
AMERICAN EDUCATIONAL RESEARCH JOURNAL,1,Yes
AMERICAN ETHNOLOGIST,1,Yes
AMERICAN FAMILY PHYSICIAN,3,\
AMERICAN FERN JOURNAL,4,\
American Health and Drug Benefits,4,\
American Heart Journal Plus: Cardiology Research and Practice,4,\
AMERICAN HEART JOURNAL,2,\
AMERICAN HISTORICAL REVIEW,1,Yes
AMERICAN IMAGO,4,\
AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH,3,\
AMERICAN INDIAN CULTURE AND RESEARCH JOURNAL,3,\
AMERICAN JEWISH HISTORY,3,\
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2,\
American Journal of Alzheimers Disease and Other Dementias,4,\
AMERICAN JOURNAL OF ARCHAEOLOGY,2,Yes
American Journal of Audiology,4,\
AMERICAN JOURNAL OF BIOETHICS,1,Yes
American Journal of Biological Anthropology,2,\
AMERICAN JOURNAL OF BOTANY,2,\
American Journal of Business,4,\
American Journal of Cancer Research,3,\
AMERICAN JOURNAL OF CARDIOLOGY,3,\
American Journal of Cardiovascular Disease,4,\
American Journal of Cardiovascular Drugs,3,\
American Journal of Case Reports,4,\
AMERICAN JOURNAL OF CHINESE MEDICINE,2,\
American Journal of Clinical and Experimental Immunology,4,\
American Journal of Clinical and Experimental Urology,4,\
AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,1,Yes
AMERICAN JOURNAL OF CLINICAL HYPNOSIS,4,\
AMERICAN JOURNAL OF CLINICAL NUTRITION,1,Yes
AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,4,\
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,4,\
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2,\
AMERICAN JOURNAL OF COMPARATIVE LAW,3,\
American Journal of Criminal Justice,3,\
AMERICAN JOURNAL OF CRITICAL CARE,3,\
American Journal of Cultural Sociology,3,\
AMERICAN JOURNAL OF DANCE THERAPY,4,\
AMERICAN JOURNAL OF DENTISTRY,4,\
AMERICAN JOURNAL OF DERMATOPATHOLOGY,4,\
American Journal of Distance Education,4,\
AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,3,\
AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,4,\
AMERICAN JOURNAL OF EDUCATION,2,\
AMERICAN JOURNAL OF EMERGENCY MEDICINE,3,\
AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE,3,\
AMERICAN JOURNAL OF EPIDEMIOLOGY,2,\
AMERICAN JOURNAL OF EVALUATION,4,\
AMERICAN JOURNAL OF FAMILY THERAPY,4,\
AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,4,\
AMERICAN JOURNAL OF GASTROENTEROLOGY,1,Yes
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,2,\
American Journal of Health Economics,2,\
American Journal of Health Education,4,\
AMERICAN JOURNAL OF HEALTH PROMOTION,4,\
AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY,4,\
AMERICAN JOURNAL OF HEMATOLOGY,1,Yes
American Journal of Hospice & Palliative Medicine,4,\
AMERICAN JOURNAL OF HUMAN BIOLOGY,4,\
AMERICAN JOURNAL OF HUMAN GENETICS,1,Yes
AMERICAN JOURNAL OF HYPERTENSION,3,\
AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3,\
AMERICAN JOURNAL OF INFECTION CONTROL,3,\
AMERICAN JOURNAL OF INTERNATIONAL LAW,2,\
AMERICAN JOURNAL OF KIDNEY DISEASES,1,Yes
AMERICAN JOURNAL OF LAW & MEDICINE,4,\
AMERICAN JOURNAL OF LEGAL HISTORY,3,\
American Journal of Lifestyle Medicine,4,\
AMERICAN JOURNAL OF MANAGED CARE,4,\
AMERICAN JOURNAL OF MATHEMATICS,1,Yes
AMERICAN JOURNAL OF MEDICAL GENETICS PART A,3,\
AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS,4,\
AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,3,\
AMERICAN JOURNAL OF MEDICAL QUALITY,4,\
American Journal of Medicine,3,\
American Journal of Mens Health,4,\
AMERICAN JOURNAL OF NEPHROLOGY,2,\
AMERICAN JOURNAL OF NEURORADIOLOGY,2,\
American Journal of Nuclear Medicine and Molecular Imaging,4,\
AMERICAN JOURNAL OF NURSING,4,\
American Journal of Obstetrics & Gynecology MFM,2,\
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,1,Yes
AMERICAN JOURNAL OF OCCUPATIONAL THERAPY,4,\
AMERICAN JOURNAL OF OPHTHALMOLOGY,1,Yes
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,2,\
AMERICAN JOURNAL OF ORTHOPSYCHIATRY,3,\
AMERICAN JOURNAL OF OTOLARYNGOLOGY,3,\
AMERICAN JOURNAL OF PATHOLOGY,2,\
AMERICAN JOURNAL OF PERINATOLOGY,4,\
AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,3,\
AMERICAN JOURNAL OF PHILOLOGY,2,\
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,4,\
AMERICAN JOURNAL OF PHYSICS,4,\
AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,3,\
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,2,\
AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY,3,\
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,2,\
AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,3,\
"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",4,\
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,2,\
American Journal of Play,4,\
AMERICAN JOURNAL OF POLITICAL SCIENCE,1,Yes
AMERICAN JOURNAL OF POTATO RESEARCH,4,\
American Journal of Preventive Cardiology,2,\
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,2,Yes
AMERICAN JOURNAL OF PRIMATOLOGY,3,\
AMERICAN JOURNAL OF PSYCHIATRY,1,Yes
AMERICAN JOURNAL OF PSYCHOLOGY,4,\
AMERICAN JOURNAL OF PSYCHOTHERAPY,3,\
AMERICAN JOURNAL OF PUBLIC HEALTH,2,Yes
AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,4,\
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1,Yes
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,2,\
American Journal of Rhinology & Allergy,3,\
AMERICAN JOURNAL OF ROENTGENOLOGY,2,Yes
AMERICAN JOURNAL OF SCIENCE,4,\
AMERICAN JOURNAL OF SEMIOTICS,4,\
American Journal of Sexuality Education,4,\
AMERICAN JOURNAL OF SOCIOLOGY,1,Yes
AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY,3,\
AMERICAN JOURNAL OF SPORTS MEDICINE,1,Yes
American Journal of Stem Cells,4,\
AMERICAN JOURNAL OF SURGERY,3,\
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,1,Yes
AMERICAN JOURNAL OF THE MEDICAL SCIENCES,4,\
AMERICAN JOURNAL OF THERAPEUTICS,4,\
American Journal of Translational Research,4,\
AMERICAN JOURNAL OF TRANSPLANTATION,1,Yes
AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,4,\
AMERICAN JOURNAL OF VETERINARY RESEARCH,3,\
AMERICAN JOURNAL ON ADDICTIONS,4,\
American Journalism,3,\
American Law and Economics Review,4,\
AMERICAN LITERARY HISTORY,2,\
AMERICAN LITERARY REALISM,3,\
American Literary Scholarship,4,\
AMERICAN LITERATURE,3,\
AMERICAN MALACOLOGICAL BULLETIN,4,\
AMERICAN MATHEMATICAL MONTHLY,4,\
AMERICAN MINERALOGIST,3,\
AMERICAN MUSEUM NOVITATES,4,\
AMERICAN MUSIC,3,\
AMERICAN NATURALIST,2,\
American Nineteenth Century History,4,\
American Periodicals,4,\
AMERICAN PHILOSOPHICAL QUARTERLY,2,\
AMERICAN POETRY REVIEW,4,\
AMERICAN POLITICAL SCIENCE REVIEW,1,Yes
American Political Thought,4,\
AMERICAN POLITICS RESEARCH,3,\
AMERICAN PSYCHOLOGIST,1,Yes
AMERICAN QUARTERLY,3,\
American Review of Canadian Studies,4,\
AMERICAN REVIEW OF PUBLIC ADMINISTRATION,3,\
AMERICAN SCIENTIST,4,\
AMERICAN SOCIOLOGICAL REVIEW,1,Yes
AMERICAN SOCIOLOGIST,3,\
AMERICAN SPEECH,4,\
AMERICAN STATISTICIAN,3,\
AMERICAN STUDIES IN SCANDINAVIA,4,\
AMERICAN SURGEON,4,\
"American, British and Canadian Studies",4,\
Americania-Revista de Estudios Latinoamericanos,4,\
AMERICAS,1,Yes
Amfiteatru Economic,4,\
AMINO ACIDS,3,\
Amme Idaresi Dergisi,4,\
AMPHIBIA-REPTILIA,4,\
AMPHIBIAN & REPTILE CONSERVATION,4,\
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,2,\
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,4,\
Anacronismo e Irrupcion,4,\
Anadolu Arastirmalari-Anatolian Research,4,\
Anadolu Universitesi Sanat & Tasarim Dergisi-Anadolu University Journal of Art & Design,4,\
ANAEROBE,3,\
Anaesthesia and Intensive Care Medicine,4,\
ANAESTHESIA AND INTENSIVE CARE,4,\
Anaesthesia Critical Care & Pain Medicine,2,\
Anaesthesia Pain & Intensive Care,4,\
Anaesthesia Reports,4,\
ANAESTHESIA,1,Yes
Anaesthesiologie,4,\
Anaesthesiology Intensive Therapy,4,\
Anafora,4,\
ANAIS BRASILEIROS DE DERMATOLOGIA,3,\
Anais Brasileiros de Estudos Turisticos-ABET,4,\
ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,4,\
Analecta Politica,4,\
Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica,4,\
Analele Universitatii Bucuresti-Filosofie-Annals of the University of Bucharest-Philosophy,4,\
Analele Universitatii Bucuresti-Stiinte Politice,4,\
Anales AFA,4,\
ANALES CERVANTINOS,3,\
Anales de Documentacion,4,\
Anales de Filologia Francesa,4,\
Anales de Geografia de la Universidad Complutense,4,\
Anales de Historia del Arte,3,\
Anales de la Facultad de Medicina-Universidad de la Republica Uruguay,4,\
ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA,4,\
Anales de Literatura Chilena,4,\
Anales de Literatura Espanola,3,\
Anales de Literatura Hispanoamericana,4,\
ANALES DE PEDIATRIA,4,\
Anales de Psicologia,4,\
Anales del Instituto de Actuarios Espanoles,4,\
ANALES DEL JARDIN BOTANICO DE MADRID,4,\
Anales del Seminario de Historia de la Filosofia,3,\
Anales del Sistema Sanitario De Navarra,4,\
Anales Galdosianos,4,\
Anali Zavoda za Povijesne Znanosti Hrvatske Akademije Znanosti I Umjetnosti u Dubrovniku,4,\
Analisi-Quaderns de Comunicacio i Cultura,4,\
Analisis Filosofico,4,\
ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING,4,\
Analyses of Social Issues and Public Policy,4,\
Analyses-Revue de Critique et de Theorie Litteraire,4,\
Analysis & PDE,1,Yes
Analysis & Sensing,4,\
Analysis and Applications,2,\
Analysis and Geometry in Metric Spaces,3,\
Analysis and Mathematical Physics,3,\
Analysis in Theory and Applications,4,\
Analysis Mathematica,4,\
Analysis of Verbal Behavior,4,\
Analysis-International Mathematical Journal of Analysis and its Applications,4,\
ANALYSIS,2,Yes
ANALYST,3,\
Analytic Methods in Accident Research,1,Yes
Analytic Philosophy,3,\
Analytica Chimica Acta,2,Yes
Analytical & Bioanalytical Electrochemistry,4,\
Analytical and Bioanalytical Chemistry Research,4,\
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,2,\
ANALYTICAL BIOCHEMISTRY,4,\
Analytical Cellular Pathology,4,\
Analytical Chemistry Letters,4,\
ANALYTICAL CHEMISTRY,1,Yes
ANALYTICAL LETTERS,4,\
Analytical Methods,3,\
Analytical Science Advances,3,\
Analytical Science and Technology,4,\
ANALYTICAL SCIENCES,4,\
Anaquel de Estudios Arabes,4,\
ANASTHESIOLOGIE & INTENSIVMEDIZIN,4,\
ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE,4,\
Anatolia-International Journal of Tourism and Hospitality Research,4,\
Anatolian Journal of Cardiology,4,\
Anatolian Studies,4,\
ANATOMIA HISTOLOGIA EMBRYOLOGIA,4,\
Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology,4,\
ANATOMICAL SCIENCE INTERNATIONAL,4,\
Anatomical Sciences Education,2,Yes
Anatomy & Cell Biology,4,\
Ancient Asia-Journal of the Society of South Asian Archaeology,4,\
Ancient Civilizations from Scythia to Siberia,3,\
Ancient Mesoamerica,1,Yes
Ancient Near Eastern Studies,4,\
Anclajes,3,\
Andamios,4,\
Andean Geology,4,\
Andes Pediatrica,4,\
ANDROLOGIA,4,\
Andrology,3,\
Anduli,4,\
Anemia,4,\
Anesteziologie a Intenzivni Medicina,4,\
ANESTHESIA AND ANALGESIA,2,Yes
Anesthesie & Reanimation,4,\
Anesthesiology Research and Practice,3,\
ANESTHESIOLOGY,1,Yes
ANGELAKI-JOURNAL OF THE THEORETICAL HUMANITIES,4,\
Angermion-Yearbook for Anglo-German Literary Criticism Intellectual History and Cultural Transfers-Jahrbuch fuer Britisch-Deutsche Kulturbeziehungen,4,\
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1,Yes
ANGIOGENESIS,1,Yes
Angiologia,4,\
ANGIOLOGY,3,\
ANGLE ORTHODONTIST,2,\
ANGLIA-ZEITSCHRIFT FUR ENGLISCHE PHILOLOGIE,3,\
Anil Aggrawals Internet Journal of Forensic Medicine and Toxicology,4,\
ANIMAL BEHAVIOUR,2,\
ANIMAL BIODIVERSITY AND CONSERVATION,4,\
ANIMAL BIOLOGY,4,\
Animal Bioscience,2,\
ANIMAL BIOTECHNOLOGY,3,\
Animal Biotelemetry,3,\
Animal Cells and Systems,3,\
ANIMAL COGNITION,2,\
ANIMAL CONSERVATION,2,\
ANIMAL FEED SCIENCE AND TECHNOLOGY,2,\
Animal Frontiers,2,\
ANIMAL GENETICS,4,\
ANIMAL HEALTH RESEARCH REVIEWS,2,\
Animal Microbiome,2,\
Animal Models and Experimental Medicine,2,\
Animal Nutrition,1,Yes
